selected_text_processed,sentiment
great,positive
ur welcome,positive
friend,neutral
pathetic,negative
twitter update one probably use often,neutral
go sleep want hear say good happen good,neutral
hey second sad ok bbq good,neutral
even scroll,negative
actual,neutral
looked,neutral
meet,neutral
setup usa alone,neutral
always sunny possible outside,neutral
six theme,neutral
ur na miss know hope better,neutral
wooo do,negative
happy,positive
feel good,negative
still need another sleep,neutral
bond lol msn later bore,neutral
happy,positive
go,positive
dreary,negative
omg ur alive go sooo slow go,neutral
wow great,positive
pretty,negative
rough sound like go well,neutral
long text,neutral
dave first do put could u play ill new,neutral
good enough,negative
awesome watch frankie weird,neutral
sweet,positive
feel little lonely,negative
sick,negative
e,negative
grimestopper lose later turn drown w huge,neutral
stupid,negative
root ali,neutral
finally rain,neutral
bed one leave go yay finally get sick,neutral
turn do,neutral
roam happen switch,neutral
iï¿½m smaller rather bigger itï¿½s like work big prove though,neutral
plus janessa,negative
forgot,neutral
crack tommorow retake,neutral
im library,neutral
keep tell feel better lazy sunfay,positive
ahhhh watch,neutral
good,positive
work upload,negative
really fair,negative
bad,negative
red think maybe,neutral
depress,negative
follow,neutral
glad,positive
amaze,positive
back,neutral
oh poor keep u post,negative
many later spend ya forget grab,neutral
make tonight,neutral
happy entire deserve u right,positive
happy,positive
uuuugh,negative
think good,neutral
ok get knight,neutral
like six around come keep,neutral
go back,positive
accomplish,negative
make even worse,negative
rise get next play,neutral
make,neutral
wish ere,positive
go advanced u,neutral
back later,neutral
use,neutral
creme brulee want,neutral
sorry never gon na great,neutral
uh yeah totally real,neutral
piss,negative
feel,neutral
great,positive
always qreat excuse wear tiny,positive
like,negative
rain outside rainin,neutral
haha,neutral
aw babyy sorry excite,neutral
nerrrvous,negative
find amuse,negative
gamee mama,neutral
good,positive
wi soon maybe small,neutral
pour,neutral
still miss wake pleasant,positive
know hot,neutral
really sick,negative
great,positive
really like,positive
oh ok come,neutral
one photo,neutral
mean,negative
happy,positive
spider calm listen greeeeen,positive
buddi yah london much really u,neutral
lonely answer,negative
ok hungry know know,negative
say shite say shiiite,neutral
unappealing,negative
nervous,negative
work need new one,neutral
unfortunate hear head,neutral
go much,negative
like,positive
better,neutral
old dead,negative
happy,positive
prepare one think do,neutral
get second,positive
hurt sick,negative
interest,positive
want,negative
add old wish,neutral
bad,negative
use live ocean go beach often,neutral
get ta do,neutral
oh seem playable arkham asylum much bigger,neutral
watch horrible,neutral
really full huge,neutral
soon add type,neutral
sure replay love much,positive
still waitin girl come na go,neutral
great,positive
lindsay spanish reply u wish good,positive
excite,positive
get annoy,negative
gmorning,positive
heard one like ago make,neutral
best present ever fun,positive
could listen every ever record,neutral
fevered,negative
pamper,positive
really sorry,negative
mr couch,neutral
curious,positive
believe close even,neutral
go star hello kitty,neutral
oh probably,neutral
best excite,positive
good like still wan na,neutral
garcia learn last think gon na get tix,neutral
stupid,negative
great give leave still cough,neutral
holy cheese send motherland,neutral
really,positive
jar wear green sparkly yee hear highly disorganize,neutral
little still hold pour,neutral
happy,positive
eliminate,negative
bore,negative
pick,positive
happy,positive
sure would eat,neutral
nice,positive
feel considerably better,positive
love come,positive
great hear pretty great,positive
hey gal phoenix,neutral
feel good,negative
special,positive
hopefully,positive
rap younger,neutral
would love though,positive
great,positive
do,neutral
rock awesome,positive
n sound cool,positive
happy mommy,positive
really good,positive
bad,negative
nice,positive
see adriana,neutral
good advise eat ice solid im bed ridden,neutral
rain,neutral
doom,negative
texted u u,negative
jealousmuch want outttt revise better green,neutral
get tired,neutral
sometimes miss teach mess bad,negative
happy,positive
heard better mix especially use,neutral
even though love,negative
happy,positive
like,positive
best,positive
horrify,negative
good,positive
good,positive
actually participate lit also better,neutral
irregularly im work say really mean even open,neutral
oh,negative
still lol want go spring,neutral
happy,positive
do try ugh oh well worth long,neutral
bueno,neutral
like never record say breed buffalo w blu cheese,neutral
well right,neutral
might break u donot know,neutral
u germany answer ur,neutral
omg boo,neutral
drink convince tell stop yet come,neutral
nahh sowwieee nd,neutral
feel ian break gf sad wish give huge,neutral
never become familiar,negative
sunburn,negative
plan survive financial quit get ta find new within,neutral
gnite nite want,neutral
wow great,positive
want hang soon,positive
rarely enough,negative
steve raise,neutral
like saw would give,neutral
incredibly worried,negative
nice,positive
lose work due server,negative
ridiculously,negative
know nutty twitterfeed come lazy without lol,neutral
w,negative
personally could decide last reagan troosevelt,neutral
far look good,positive
finally work,positive
listen think cmyk minimal,neutral
try,neutral
able safe,neutral
talk go,neutral
know ask shaked make last philly,neutral
u,negative
make hungry,negative
good,positive
lucky,positive
quite sure gosh tire loved fun,neutral
salad hungry,neutral
bum,negative
believe,positive
slow,negative
lack,negative
know,negative
ugh,neutral
undertanding,negative
best ever,positive
unimpressed would come,neutral
cut hair mean come,neutral
u,positive
oh get better argentina good,positive
smash winksy say,neutral
get dachshund awesome get stick silly know,neutral
crappy,negative
enough order get pizza,neutral
look new send get free every,neutral
really worth watch really enjoy,positive
may chickened,negative
better,positive
go miss much great darling,neutral
tire,negative
pretty cool,positive
send thankful believe utter spew,neutral
really miss right love,neutral
say want,neutral
confuse,negative
fail,negative
get ta,neutral
bore wait sigh next,negative
hungry,neutral
awesome vegetable,positive
happen,neutral
dpressed,negative
always,neutral
collect acquire,neutral
happy,positive
full,negative
look forward see,neutral
sell baby tiger meet exotic,negative
good,positive
white haha ah get excited enw,neutral
little drink actually strong anymore,neutral
booth,neutral
think late good,positive
great,positive
like,negative
right,neutral
welcome public,neutral
possibly topical,neutral
still shoesless,neutral
look good,positive
start,neutral
last,neutral
like get play like,negative
good,positive
look sicckkkk happy,neutral
party,positive
due two early,neutral
rainy row,neutral
wrong,negative
unrelated,negative
punch ive never touch cover brother sweat u u want,neutral
happy,positive
want go michigan,neutral
big,positive
help get ready grade grow,neutral
chill,positive
wrong,positive
nice,positive
well official,neutral
next chilled,neutral
okok feel fresh,positive
wed anniversary take em let c find long,neutral
like say new look kinda might see haha let know go,neutral
want do accord french,neutral
see twice see since outvote,neutral
happy,positive
like,positive
tire,negative
wish best,positive
maria,neutral
head,neutral
huge,positive
must work sleep better updating,neutral
dave,neutral
love able,positive
wrong,positive
run,negative
good early bad,neutral
alone one,negative
aaa new,neutral
finally come around shorten follow,neutral
wake unhappy,negative
good,negative
ugh,negative
block,neutral
give tough economic either know,positive
friday leave,neutral
easier every,positive
negative,negative
dont could wrong,neutral
wreck,negative
happy,positive
yea dude really,neutral
poor,negative
miss know must feel tired,negative
get go see,neutral
impressed,positive
u drive u need rest still tire,positive
think ugly tha dumb lookin know,neutral
last see,negative
get ta miss,negative
weak,negative
thai awesome na sore like bad eat,neutral
read close,neutral
good,positive
fantastic fantastic fantastic,positive
get stroke catch,neutral
relocate west,negative
boyfriend little guy,neutral
good,positive
good good work,positive
anime expoï¿½ provide additional,neutral
sound like old try tweetshrinking build another cool,neutral
want america free show,neutral
dead,negative
rain,neutral
mean lol well soooo know,neutral
side,neutral
leave right,neutral
oh see mean true use improperly know,neutral
hungry,negative
letdown,negative
enough already wolfram alpha next next,neutral
aw could get ready atlanta come since behind,neutral
really good,positive
well far back,neutral
truly awesome,positive
smell roast oven,positive
postcard,neutral
go always bring u let last call,neutral
include,neutral
clock,negative
write boring shin like work however,neutral
high,neutral
much,positive
best,positive
middle industrial ready,neutral
good,positive
learn aobut starwarsday thus han first deal,neutral
